station_id,name,address,evcs_mode_1,charging_protocol_1,evcs_mode_2,charging_protocol_2,longitude_latitude_z,longitude,latitude,city,province
evcs0001,SM Center Tuguegarao Downtown,"Luna St. Corner Mabini St., Sm Center Tuguegarao Downtown, 2nd Level Carpark, Ugac Sur, Tuguegarao City, Cagayan",Mode 3 (AC),Type 2,,,"17.6126551,121.7225617,19z",17.6126551,121.7225617,Tuguegarao City, Cagayan
evcs0002,ACMobility EV Charging Hub - INEC,"Agua Grande Mini Hydro Power Plant, Gf, Pancian, Pagudpud, Ilocos Norte",Mode 4 (DC),CCS Combo 2,,,"16.5953162,118.0683128,7z",16.5953162,118.0683128,Pagudpud, Ilocos Norte
evcs0003,SM City Laoag,"Ground Floor, Open Parking A, Bgy. No. 51-B, Nangalisan West, Laoag City, Ilocos Norte",Mode 3 (AC),Type 2,,,"16.3987723,119.3906049,8z",16.3987723,119.3906049,Laoag City, Ilocos Norte
evcs0004,ACMobility EV Charging Hub - Robinsons Place (Ilocos),"Gf, San Francisco (Pob.), San Nicolas, Ilocos Norte",Mode 3 (AC),Type 2,,,"16.3952847,119.3906049,8z",16.3952847,119.3906049,San Nicolas, Ilocos Norte
evcs0005,SM City Tuguegarao,"Bagay Road, Sm City Tuguegarao, Ground Floor, Open Parking E, Caritan Norte, Tuguegarao City, Cagayan",Mode 3 (AC),Type 2,,,"16.119538,119.8242208,8z",16.119538,119.8242208,Tuguegarao City, Cagayan
evcs0006,ACMobility EV Charging Hub - Robinsons Place (Tuguegarao),"Maharlika Highway, Gf, Tanza, Tuguegarao City, Cagayan",Mode 3 (AC),Type 2,,,"16.1192186,119.8303874,8z",16.1192186,119.8303874,Tuguegarao City, Cagayan
evcs0007,Solarius EV Charging - La Casa Blanca De Vigan Hotel,"Calle Crisologo, Basement Parking Area, Barangay V (Pob.), Vigan City, Ilocos Sur",Mode 3 (AC),Type 2,,,"16.1011085,119.3906023,8z",16.1011085,119.3906023,Vigan City, Ilocos Sur
evcs0008,Solarius EV Charging - Tampco Inn,"Tampco Inn Tampco, Provincial Road, Tampco Inn-Ground Floor, Appas, Tabuk City, Kalinga",Mode 3 (AC),Type 2,,,"16.0319363,119.7956537,8z",16.0319363,119.7956537,Tabuk City, Kalinga
evcs0009,Solarius EV Charging - Ilagan City Hotel,"B4 L18 Cityhomes SubdivisionAh26, Ground Floor, Alibagu, Ilagan City, Isabela",Mode 3 (AC),Type 2,,,"15.855557,119.8945241,8z",15.855557,119.8945241,Ilagan City, Isabela
evcs0010,Solarius EV Charging - Shop N' Go,"Ground Floor Beside Restaurant, Guibang, Gamu, Isabela",Mode 3 (AC),Type 2,,,"15.832304,119.8945239,8z",15.832304,119.8945239,Gamu, Isabela
evcs0011,SM City Cauayan,"Sm City Cauayan, Ground Floor, Open Parking A, District Ii (Pob.), Cauayan City, Isabela",Mode 3 (AC),Type 2,,,"15.773951,119.8480805,8z",15.773951,119.8480805,Cauayan City, Isabela
evcs0012,Solarius EV Charging - Casa Maria's BnB & Garden Cafe,"Ground Floor Beside Tennis Court, San Fabian, Echague, Isabela",Mode 3 (AC),Type 2,,,"15.6637012,119.8067769,8z",15.6637012,119.8067769,Echague, Isabela
evcs0013,ACMobility EV Charging Hub - Robinsons Place (Santiago),"3311 Avenue, Gf, Mabini, City Of Santiago, Isabela",Mode 3 (AC),Type 2,,,"15.6614032,119.7442644,8z",15.6614032,119.7442644,Santiago City, Isabela
evcs0014,ACMobility EV Charging Hub - Zen Hotel Santiago,"Maharlika Highway, Gf, Villasis, City Of Santiago, Isabela",Mode 3 (AC),Type 2,,,"15.6529306,119.7405342,8z",15.6529306,119.7405342,Santiago City, Isabela
evcs0015,ACMobility EV Charging Hub - 3K Hotel by Zen,"Maharlika Highway, Gf, Malvar, City Of Santiago, Isabela",Mode 3 (AC),Type 2,,,"15.6520724,119.7400694,8z",15.6520724,119.7400694,Santiago City, Isabela
evcs0016,Solarius EV Charging - Awesome Hotel,"Montemar Village Eagle Street, Ground Floor Parking Area, Ili Norte (Pob.), San Juan, La Union",Mode 3 (AC),Type 2,,,"15.6450416,119.390601,8z",15.6450416,119.390601,San Juan, La Union
evcs0017,Solarius EV Charging - Kahuna Beach Resort and Spa,"Urbiztondo National Highway, Ground Floor, Urbiztondo, San Juan, La Union",Mode 3 (AC),Type 2,,,"15.6346544,119.3860673,8z",15.6346544,119.3860673,San Juan, La Union
evcs0018,SM City La Union,"Diversion Road, Ground Floor, Open Parking B, Biday, City Of San Fernando, La Union",Mode 3 (AC),Type 2,,,"15.6181277,119.3906008,8z",15.6181277,119.3906008,San Fernando City, La Union
evcs0019,Solarius EV Charging - Bersantai La Union Beach Resort,"Purok 7 Munar Residence Road, Ground Floor, Parking Lot, San Francisco, City Of San Fernando, La Union",Mode 3 (AC),Type 2,,,"15.6077431,119.3814841,8z",15.6077431,119.3814841,San Fernando City, La Union
evcs0020,ACMobility EV Charging Hub - Robinsons Place (La Union),"Mac Arthur Highway, Gf, Sevilla, City Of San Fernando, La Union",Mode 3 (AC),Type 2,,,"15.6054998,119.3903121,8z",15.6054998,119.3903121,San Fernando City, La Union
evcs0021,Solarius EV Charging - 24/7 Inn,"Maharlika Highway, Ground Floor Parking Area, Bonfal Proper, Bayombong, Nueva Vizcaya",Mode 3 (AC),Type 2,,,"15.562681,120.2121329,9z",15.562681,120.2121329,Bayombong, Nueva Vizcaya
evcs0022,ACMobility EV Charging Hub - Zen Hotel Bayombong,"Gf, Bonfal Proper, Bayombong, Nueva Vizcaya",Mode 3 (AC),Type 2,,,"15.5606363,120.2108567,9z",15.5606363,120.2108567,Bayombong, Nueva Vizcaya
evcs0023,ACMobility EV Charging Hub - Mt. Camisong Forest Park and Events,"Sitio Peday, Gf, Loacan, Itogon, Benguet",Mode 3 (AC),Type 2,,,"15.5266232,120.125016,9z",15.5266232,120.125016,Itogon, Benguet
evcs0024,Addavolt Charging Station hosted by Wright Park Hotel,"Romulo Drive, Basement, Lualhati, Baguio City, Benguet",Mode 3 (AC),Type 2,,,"15.5164811,120.1250133,9z",15.5164811,120.1250133,Baguio City, Benguet
evcs0025,Solarius EV Charging - SotoGrande Baguio Hotel,"Sotogrande Baguio Hotel Interior Lot 92m From Leonard Wood Road, Ground Floor, Parking Lot No.56, Cabinet Hill-Teacher'S Camp, Baguio City, Benguet",Mode 3 (AC),Type 2,,,"15.5153796,120.1250133,9z",15.5153796,120.1250133,Baguio City, Benguet
evcs0026,SM City Baguio,"Upper Session, Sm City Baguio, Basement 5, Session Road Area, Baguio City, Benguet",Mode 3 (AC),Type 2,,GB/T AC,"15.5139861,120.1250133,9z",15.5139861,120.1250133,Baguio City, Benguet
evcs0027,Addavolt Charging Station hosted by El Cielito,"Engineer's Hill, 50 North Dr., Engineers' Hill, Baguio City, Benguet",Mode 3 (AC),Type 2,,,"15.512661,120.1250133,9z",15.512661,120.1250133,Baguio City, Benguet
evcs0028,ACMobility EV Charging Hub - John Hay Golf Club,"John Hay Special Economic Zone,Ordonio Drive, Loakan Road, Gf, Unit 2, Fort Del Pilar, Baguio City, Benguet",Mode 3 (AC),Type 2,,,"15.5122387,120.1250133,9z",15.5122387,120.1250133,Baguio City, Benguet
evcs0029,ACMobility EV Charging Hub - Baguio Ayala Land Technohub,"Ordonio Drive, Camp John Hay, Loakan Road, Gf (Outdoor Parking) Baguio Ayala Land Technohub, Scout Barrio, Baguio City, Benguet",Mode 3 (AC),Type 2,,GB/T AC,"15.5115093,120.1250133,9z",15.5115093,120.1250133,Baguio City, Benguet
evcs0030,ACMobility EV Charging Hub - John Hay Public Parking,"John Hay Special Economic Zone Ordonio Drive, Loakan Road, Gf, Unit 3, Fort Del Pilar, Baguio City, Benguet",Mode 3 (AC),Type 2,,,"15.5115093,120.1250133,9z",15.5115093,120.1250133,Baguio City, Benguet
evcs0031,ACMobility EV Charging Hub - John Hay Hotels Garden Wing,"John Hay Special Economic Zone Ordonio Drive, Loakan Road,, Gf, Unit 1, Fort Del Pilar, Baguio City, Benguet",Mode 3 (AC),Type 2,Mode 4 (DC),CCS Combo 2,"15.5115093,120.1250133,9z",15.5115093,120.1250133,Baguio City, Benguet
evcs0032,Addavolt Charging Station hosted by Lafaayette Luxury Suites Baguio,"Military Cut-Off, Basement 1, Military Cut-Off, Baguio City, Benguet",Mode 3 (AC),Type 2,,,"15.5103785,120.1250133,9z",15.5103785,120.1250133,Baguio City, Benguet
evcs0033,ACMobility EV Charging Hub - KIA Dealership Baguio,"5, Marco Highway, Sto Tomas Proper, Gf, Camp 7, Baguio City, Benguet",Mode 3 (AC),Type 2,Mode 4 (DC),CCS Combo 2,"15.5042854,120.1250133,9z",15.5042854,120.1250133,Baguio City, Benguet
evcs0034,Solarius EV Charging - Solarius HQ,"National Highway, Ground Floor Beside Shell Station, San Antonio North, Bambang, Nueva Vizcaya",Mode 3 (AC),Type 2,,,"15.4934261,120.1752507,9z",15.4934261,120.1752507,Bambang, Nueva Vizcaya
evcs0035,Solarius EV Charging - Dianao Beach Club and Resort,"Dianao Beach Club And ResortCasiguran-Dilasag Provincial Road, Ground Floor, Diniog, Dilasag, Aurora",Mode 3 (AC),Type 2,Type 2,,"15.4688139,120.060021,8z",15.4688139,120.060021,Dilasag, Aurora
evcs0036,Panville Unique Distributors Corporation,"Tplex Rosario Exit, Tplex Rotunda, Subusub, Rosario, La Union",Mode 3 (AC),Type 2,Mode 4 (DC),CCS Combo 2,"15.4217491,120.1394175,9z",15.4217491,120.1394175,Rosario, La Union
evcs0037,Evro - Shell Recharge Rosario,"Gf Shell Rosario, Subusub, Rosario, La Union",Mode 3 (AC),Type 2,Mode 4 (DC),CCS Combo 2,"15.4214283,120.1394822,9z",15.4214283,120.1394822,Rosario, La Union
evcs0038,"Gazz Up, Inc. -Rosario La Union","Ground Floor, Camp One, Rosario, La Union",Mode 3 (AC),Type 2,,,"15.4210118,120.1394822,9z",15.4210118,120.1394822,Rosario, La Union
evcs0039,Solarius EV Charging - Midpoint Hotel,"Midpoint Hotel Manila N. Road, Midpoint Hotel-Basement 1, Camp One, Rosario, La Union",Mode 3 (AC),Type 2,,,"15.4210118,120.1394822,9z",15.4210118,120.1394822,Rosario, La Union
evcs0040,ACMobility EV Charging Hub - Shell Tanaytay Alaminos Pangasinan,"Gf, Tanaytay, Alaminos City, Pangasinan",Mode 4 (DC),CCS Combo 2,,,"15.381381,119.8857861,9z",15.381381,119.8857861,Alaminos City, Pangasinan
evcs0041,ACMobility EV Charging Hub - Shell Mangaldan Pangasinan,"Rizal Avenue, Gf, Salay, Mangaldan, Pangasinan",Mode 4 (DC),CCS Combo 2,,,"15.3463451,120.0912232,9z",15.3463451,120.0912232,Mangaldan, Pangasinan
evcs0042,SM Center Dagupan,"M.H. Del Pilar St., Sm Center Dagupan, 2nd Level, Herrero, Dagupan City, Pangasinan",Mode 3 (AC),Type 2,,,"15.3452294,120.0617633,9z",15.3452294,120.0617633,Dagupan City, Pangasinan
evcs0043,Solarius EV Charging - Lenox Hotel,"Rizal Street, Ground Floor Lenox Hotel, Barangay Ii (Nueva), Dagupan City, Pangasinan",Mode 3 (AC),Type 2,,,"15.3452294,120.0607578,9z",15.3452294,120.0607578,Dagupan City, Pangasinan
evcs0044,Addavolt Charging Station hosted by Pangsinan Capitol Station,"Pangasinan Capitol Grounds, Poblacion, Lingayen, Pangasinan",Mode 3 (AC),Type 2,,,"15.3251131,119.9999866,9z",15.3251131,119.9999866,Lingayen, Pangasinan
evcs0045,ACMobility EV Charging Hub - One Esplanade Business and Lifestyle Center,"Judge Jose De Venecia, Gf, Lucao, Dagupan City, Pangasinan",Mode 3 (AC),Type 2,,,"15.3210252,119.9999866,9z",15.3210252,119.9999866,Dagupan City, Pangasinan
evcs0046,ACMobility EV Charging Hub - BYD Dealership Pangasinan,"Urdaneta Junction - Dagupan Road, Gf, Nalsian, Calasiao, Pangasinan",Mode 3 (AC),Type 2,Mode 4 (DC),CCS Combo 2,"15.319205,120.0660558,9z",15.319205,120.0660558,Calasiao, Pangasinan
evcs0047,Addavolt Charging Station hosted by Lisland Rainforest Resort,"McArthur Hi-Way, Ground Level, San Vicente, Urdaneta City, Pangasinan",Mode 3 (AC),Type 2,,,"15.3102772,120.1748098,9z",15.3102772,120.1748098,Urdaneta City, Pangasinan
evcs0048,ACMobility EV Charging Hub - CB Mall Urdaneta,"Cb Mall, Mcarthur Highway, Gf, Nancayasan, Urdaneta City, Pangasinan",Mode 3 (AC),Type 2,Mode 4 (DC),CCS Combo 2,"15.3102772,120.1748098,9z",15.3102772,120.1748098,Urdaneta City, Pangasinan
evcs0049,SM City Urdaneta Central,"Mac Arthur Highway, Sm City Urdaneta Central, Basement, Nancayasan, Urdaneta City, Pangasinan",Mode 3 (AC),Type 2,,,"15.3102772,120.1748098,9z",15.3102772,120.1748098,Urdaneta City, Pangasinan
evcs0050,"Department of Energy - Rosales, Pangasinan","Pangasinan Road, Ground Floor In Front Of Doe Luzon Field Office Building, Government Center, Nueva Viscaya -, Carmay East, Rosales, Pangasinan",Mode 3 (AC),Type 2,,GB/T AC,"15.263064,120.1748097,9z",15.263064,120.1748097,Rosales, Pangasinan
evcs0051,SM City Rosales,"Sm City Rosales, Ground Floor, Open Parking C, Carmen East, Rosales, Pangasinan",Mode 3 (AC),Type 2,,,"15.2480548,120.1748097,9z",15.2480548,120.1748097,Rosales, Pangasinan
evcs0052,Galaxy Charge - North Victoria Sports & Leisure Inn,"Maluid, Victoria, Tarlac",Mode 3 (AC),Type 2,,,"15.0885133,120.5046175,10z",15.0885133,120.5046175,Victoria, Tarlac
evcs0053,SM Megacenter Cabanatuan,"Gen. Tinio St., Sm City Cabanatuan, Ground Level Open Parking, Gen. Tinio St., San Roque Norte, Cabanatuan City, Nueva Ecija",Mode 3 (AC),Type 2,,,"15.0739046,120.5046175,10z",15.0739046,120.5046175,Cabanatuan City, Nueva Ecija
evcs0054,SM City Cabanatuan,"Maharlika Highway, Sm City Cabanatuan, Covered Parking 2, Upper Ground Level, Hermogenes C. Concepcion, Sr., Cabanatuan City, Nueva Ecija",Mode 3 (AC),Type 2,,,"15.068001,120.5046175,10z",15.068001,120.5046175,Cabanatuan City, Nueva Ecija
evcs0055,ACMobility EV Charging Hub - Microtel by Wyndham Cabanatuan,"Purok 2, Gf, Santa Arcadia, Cabanatuan City, Nueva Ecija",Mode 3 (AC),Type 2,,,"15.068001,120.5046175,10z",15.068001,120.5046175,Cabanatuan City, Nueva Ecija
evcs0056,SM City Tarlac,"MacArthur Highway, Sm City Tarlac, Ground Level Carpark Area, San Roque, City Of Tarlac, Tarlac",Mode 3 (AC),Type 2,,,"15.0546261,120.5046175,10z",15.0546261,120.5046175,Tarlac City, Tarlac
evcs0057,ACMobility EV Charging Hub - Microtel by Wyndham Tarlac,"Luisita Industrial Park Road, Gf, San Miguel, City Of Tarlac, Tarlac",Mode 3 (AC),Type 2,,,"15.0295408,120.5046175,10z",15.0295408,120.5046175,Tarlac City, Tarlac
evcs0058,Solarius EV Charging - Saint Pio Medical Hospital,"Saint Pio Medical CenterGovic Highway, Ground Floor Parking Lot, Zone 6 Pob. (Baytan), Iba, Zambales",Mode 3 (AC),Type 2,,,"14.9713065,119.8853218,9z",14.9713065,119.8853218,Iba, Zambales
evcs0059,Solarius EV Charging - The Roof Bed & Breakfast,"National Highway, Ground Floor, Zone 4 Pob. (Sagapan), Iba, Zambales",Mode 3 (AC),Type 2,,,"14.9693745,119.8838652,9z",14.9693745,119.8838652,Iba, Zambales
evcs0060,Solarius EV Charging - Quest Plus Conference Center,"Clark Freeport Zone, Mimosa Drive, Fillnvest Mimosa+, Macapagal Village, Mabalacat City, Pampanga",Mode 3 (AC),Type 2,,,"14.9254182,120.4825745,10z",14.9254182,120.4825745,Mabalacat City, Pampanga
evcs0061,"ACMobility EV Charging Hub - Sandbox, Alviera","Alviera St., Gf, Dolores (Hacienda Dolores), Porac, Pampanga",Mode 3 (AC),Type 2,,,"14.9087477,120.475052,10z",14.9087477,120.475052,Porac, Pampanga
evcs0062,Hermosa Ecozone Industrial Park,"Ground Floor, Palihan, Hermosa, Bataan",Mode 3 (AC),Type 2,,,"14.9080399,120.1171085,9z",14.9080399,120.1171085,Hermosa, Bataan
evcs0063,SM City Bataan,"Lerma Street, Sm City Bataan, Ground Level, Ibayo, Balanga City, Bataan",Mode 3 (AC),Type 2,,,"14.9080399,120.1171085,9z",14.9080399,120.1171085,Balanga City, Bataan
evcs0064,SM City Olongapo Central,"Rizal Avenue Extension, Sm City Olongapo Central, Ground Level Carpark Building, East Tapinac, Olongapo City, Zambales",Mode 3 (AC),Type 2,,,"14.9080399,120.0325167,9z",14.9080399,120.0325167,Olongapo City, Zambales
evcs0065,SM City Olongapo Downtown,"Gordon Avenue, Sm City Olongapo Downtown, 5th Level Carpark Building, Pag-Asa, Olongapo City, Zambales",Mode 3 (AC),Type 2,,,"14.9080399,120.0324792,9z",14.9080399,120.0324792,Olongapo City, Zambales
evcs0066,ACMobility EV Charging Hub - Harbour Point by Ayala Malls,"Subic Bay, Rizal Highway, Gf, Kalaklan, Olongapo City, Zambales",Mode 3 (AC),Type 2,,,"14.9080399,120.0313682,9z",14.9080399,120.0313682,Olongapo City, Zambales
evcs0067,Sysnet Integrators Inc. - Olongapo City,"Central Business District, Subic Bay Freeport Zone 2222, PhilippinesLot B, Waterfront Road Rojas Street, Ground Floor Court Meridian Hotel And Suites Central Business District, Banicain, Olongapo City, Zambales",Mode 3 (AC),Type 2,,GB/T AC,"14.9080399,120.0304055,9z",14.9080399,120.0304055,Olongapo City, Zambales
evcs0068,ACMobility EV Charging Hub - Anvaya Cove Golf & Sports Club,"Gf, Mabayo, Morong, Bataan",Mode 3 (AC),Type 2,,,"14.9080399,120.0244083,9z",14.9080399,120.0244083,Morong, Bataan
evcs0069,Solarius EV Charging - Scubaholics,"Scubaholics, 77 National High Way, Scubaholics- Ground Floor, Barreto, Olongapo City, Zambales",Mode 3 (AC),Type 2,,,"14.9080399,120.0225112,9z",14.9080399,120.0225112,Olongapo City, Zambales
evcs0070,ACMobility EV Charging Hub - Anvaya Cove Beach & Nature Club,"Gf, Mabayo, Morong, Bataan",Mode 3 (AC),Type 2,,,"14.9080399,120.0189606,9z",14.9080399,120.0189606,Morong, Bataan
evcs0071,Solarius EV Charging - Hidaway Resort,"Pala-Pala Road, Lot 5d, Ground Floor, Pundaquit, San Antonio, Zambales",Mode 3 (AC),Type 2,,,"14.9080399,119.9248112,9z",14.9080399,119.9248112,San Antonio, Zambales
evcs0072,SM City Clark,"Central Boulevard, Clark-Mabalacat-Angeles Road, Sm City Clark Expansion, Sky Line Podium Parking, Ground Level, Dau, Mabalacat City, Pampanga",Mode 3 (AC),Type 2,,,"14.8927172,120.5109974,10z",14.8927172,120.5109974,Mabalacat City, Pampanga
evcs0073,SM City Telebastagan,"Macarthur Highway, Sm City Telabastagan, Ground Level, Open Parking A, Telabastagan, San Fernando City, Pampanga",Mode 3 (AC),Type 2,,,"14.8910216,120.5192703,10z",14.8910216,120.5192703,San Fernando City, Pampanga
evcs0074,N Charge - Newpoint Mall,"Teresa Street, Ground Floor Newpoint Mall Nepo Center, Santo Rosario (Pob.), Angeles City, Pampanga",Mode 3 (AC),Type 2,,,"14.8910216,120.515685,10z",14.8910216,120.515685,Angeles City, Pampanga
evcs0075,Solarius EV Charging - Oasis Hotel,"Clarkville Compound Sampaguita Street, Ground Floor Parking Lot, Balibago, Angeles City, Pampanga",Mode 3 (AC),Type 2,,,"14.8903914,120.5040901,10z",14.8903914,120.5040901,Angeles City, Pampanga
evcs0076,N Charge - eNtec1,"Nepo Center Teresa St, Ground Floor, Santo Rosario (Pob.), Angeles City, Pampanga",Mode 3 (AC),Type 2,,,"14.8850475,120.513323,10z",14.8850475,120.513323,Angeles City, Pampanga
evcs0077,ACMobility EV Charging Hub - Marquee Mall by Ayala Malls,"Aniceto Gueco Avenue, Gf, Pulung Maragul, Angeles City, Pampanga",Mode 3 (AC),Type 2,,,"14.8846104,120.5257667,10z",14.8846104,120.5257667,Angeles City, Pampanga
evcs0078,SM City San Fernando Downtown,"V. Tiomico St, San Fernando, 20140 Pampanga, Sm City San Fernando Downtown, 5th Level Carpark Building, Santo Rosario (Pob.), San Fernando City, Pampanga",Mode 3 (AC),Type 2,,,"14.8349715,120.5614261,10z",14.8349715,120.5614261,San Fernando City, Pampanga
evcs0079,SM City Pampanga,"Sm City Pampanga, Open Parking B, San Jose, San Fernando City, Pampanga",Mode 3 (AC),Type 2,,,"14.8321095,120.5680285,10z",14.8321095,120.5680285,San Fernando City, Pampanga
evcs0080,ACMobility EV Charging Hub - Microtel by Wyndham Pampanga,"Lgc Blvd. Laus Group Complex, Jose Abad Santos Ave, Gf, San Jose, San Fernando City, Pampanga",Mode 3 (AC),Type 2,,,"14.8289974,120.5646292,10z",14.8289974,120.5646292,San Fernando City, Pampanga
evcs0081,Solarius EV Charging - BYD Pampanga,"Byd Pampanga Jose Abad Santos Avenue, Ground Floor Parking Area, Dolores, San Fernando City, Pampanga",Mode 3 (AC),Type 2,,,"14.8289974,120.5572875,10z",14.8289974,120.5572875,San Fernando City, Pampanga
evcs0082,ACMobility EV Charging Hub - BYD Dealership San Fernando,"Villa Del Sol, Abad Santos Avenue, Gf, San Juan, San Fernando City, Pampanga",Mode 3 (AC),Type 2,Mode 4 (DC),CCS Combo 2,"14.8289974,120.5572161,10z",14.8289974,120.5572161,San Fernando City, Pampanga
evcs0083,ACMobility EV Charging Hub - Metro Oil DRT Station,"Dona Remedios Trinidad Highway, Gf, Santo Cristo, Baliuag, Bulacan",Mode 3 (AC),Type 2,,,"14.7929416,120.7950105,11z",14.7929416,120.7950105,Baliuag, Bulacan
evcs0084,ACMobility EV Charging Hub - Total NLEX,"Northbound, Gf, Sampaloc, Apalit, Pampanga",Mode 3 (AC),Type 2,Mode 4 (DC),CCS Combo 2,"14.7919483,120.6004478,10z",14.7919483,120.6004478,Apalit, Pampanga
evcs0085,SM City Baliwag,"Dona Remedios Trinidad Highway, Sm City Baliwag, Terminal, 2nd Level, Pagala, Baliuag, Bulacan",Mode 3 (AC),Type 2,,,"14.7895796,120.7950105,11z",14.7895796,120.7950105,Baliuag, Bulacan
evcs0086,ACMobility EV Charging Hub - BYD Dealership Baliwag,"Dona Remedios Trinidad Highway Sabang, Gf, Pinagbarilan, Baliuag, Bulacan",Mode 3 (AC),Type 2,Mode 4 (DC),CCS Combo 2,"14.7866666,120.7950105,11z",14.7866666,120.7950105,Baliuag, Bulacan
evcs0087,SM Center Pulilan,"Plaridel - Pulilan Diversion Road, Sm Center Pulilan, Ground Floor, Parking C, Santo Cristo, Pulilan, Bulacan",Mode 3 (AC),Type 2,,,"14.7585005,120.8208867,11z",14.7585005,120.8208867,Pulilan, Bulacan
evcs0088,Solarius EV Charging - Aerostop Hotel & Restaurant,"Airport Rd., Ground Floor Parking Area, Lumang Bayan, Plaridel, Bulacan",Mode 3 (AC),Type 2,,,"14.7558645,120.8128512,11z",14.7558645,120.8128512,Plaridel, Bulacan
evcs0089,DCHARGE-Vista Mall Malolos Branch,"Vista Mall Malolos, Mac Arthur Highway, Gf Parking Area, Longos, Malolos City, Bulacan",Mode 4 (DC),CCS Combo 2,,Type 2,"14.7469466,120.6192359,10z",14.7469466,120.6192359,Malolos City, Bulacan
evcs0090,V-Green Xeland Montalban,"Rodriguez Avenue, Ground Floor, 3e, San Jose, Rodriguez (Montalban), Rizal",Mode 4 (DC),CCS Combo 2,,CCS Combo 1,"14.7295259,121.1413697,19z",14.7295259,121.1413697,Rodriguez (Montalban), Rizal
evcs0091,ACMobility EV Charging Hub - Healthway Qualimed Hospital San Jose del Monte,"Altaraza Town Center, Lower Gf, Tungkong Mangga, San Jose Del Monte City, Bulacan",Mode 3 (AC),Type 2,,,"14.7070832,121.0041049,12z",14.7070832,121.0041049,San Jose Del Monte City, Bulacan
evcs0092,SM City San Jose Del Monte,"Quirino Highway, Sm City San Jose Del Monte, Basement 1 Carpark Area, Tungkong Mangga, San Jose Del Monte City, Bulacan",Mode 3 (AC),Type 2,,,"14.7027699,121.0041049,12z",14.7027699,121.0041049,San Jose Del Monte City, Bulacan
evcs0093,Valucore Business Ventures Corporation,"North Luzon Expressway, Km. 23, Lias, Marilao, Bulacan",Mode 4 (DC),CCS Combo 2,,,"14.6914225,120.9498666,12z",14.6914225,120.9498666,Marilao, Bulacan
evcs0094,SM City Marilao,"Ibayo - Mc Arthur Highway, Sm City Marialo, Ground Floor, Parking, Ibayo, Marilao, Bulacan",Mode 3 (AC),Type 2,,,"14.6870207,120.9458399,12z",14.6870207,120.9458399,Marilao, Bulacan
evcs0095,SM City Caloocan,"Malapitan Road Cor. Deparo Road North Caloocan, Sm City Caloocan, 3rd Floor Deparo Road Bagumbong, Caloocan City, Barangay 171, Caloocan City, National Capital Region - Third District",Mode 3 (AC),Type 2,,,"14.6845001,120.9739982,12z",14.6845001,120.9739982,Caloocan City, National Capital Region - Third District
evcs0096,ACMobility EV Charging Hub - Ayala Malls Fairview Terraces,"Maligaya St., Lg, Pasong Putik Proper (Pasong Putik), Quezon City, National Capital Region - Second District",Mode 3 (AC),Type 2,,,"14.6782015,121.0446279,13z",14.6782015,121.0446279,Quezon City, National Capital Region - Second District
evcs0097,ACMobility EV Charging Hub - Landers Superstore Fairview,"Belfast Avenue, Cor Quirino Hwy, Novaliches, B1 Parking Area, Greater Lagro, Quezon City, National Capital Region - Second District",Mode 3 (AC),Type 2,,,"14.6770543,121.0235084,13z",14.6770543,121.0235084,Quezon City, National Capital Region - Second District
evcs0098,SM City Fairview,"Quirino Highway Corner Regalado Ave. Novaliches Quezon City, Sm City Fairview, Level 2 Covered Parking, Greater Lagro, Quezon City, National Capital Region - Second District",Mode 3 (AC),Type 2,,,"14.6759065,121.0439955,13z",14.6759065,121.0439955,Quezon City, National Capital Region - Second District
evcs0099,SM City Novaliches,"Sm City Novaliches, Ground Level Open Parking, San Bartolome, Quezon City, National Capital Region - Second District",Mode 3 (AC),Type 2,,,"14.6635741,121.0235084,13z",14.6635741,121.0235084,Quezon City, National Capital Region - Second District
evcs0100,V-Green SM Novaliches,"Quirino Highway, Ground Floor, San Bartolome, Quezon City, National Capital Region - Second District",Mode 4 (DC),CCS Combo 2,,,"14.6635338,121.0235084,13z",14.6635338,121.0235084,Quezon City, National Capital Region - Second District
evcs0101,ACMobility EV Charging Hub - Valenzuela City Hall,"Maysan Road, Mcarthur Highway,, Gf, Karuhatan, City Of Valenzuela, National Capital Region - Third District",Mode 4 (DC),CCS Combo 2,,,"14.6570891,120.9525899,12z",14.6570891,120.9525899,Valenzuela City, National Capital Region - Third District
evcs0102,V-Green Caloocan Depot,"Baesa Rose Street, Unit 37, Ground Floor, Barangay 160, Caloocan City, National Capital Region - Third District",Mode 4 (DC),CCS Combo 2,,,"14.6546769,120.9691535,12z",14.6546769,120.9691535,Caloocan City, National Capital Region - Third District
evcs0103,SM City San Mateo,"General Luna Avenue, Sm City San Mateo, 4th Level Carpark Building, Ampid I, San Mateo, Rizal",Mode 3 (AC),Type 2,,,"14.6519182,121.0758512,13z",14.6519182,121.0758512,San Mateo, Rizal
evcs0104,ACMobility EV Charging Hub - BPI Commonwealth,"Barangay Holy Spirit, Lgf, Holy Spirit, Quezon City, National Capital Region - Second District",Mode 3 (AC),Type 2,,,"14.6518405,121.0372793,13z",14.6518405,121.0372793,Quezon City, National Capital Region - Second District
evcs0105,SM City Valenzuela,"Macarthur Highway, Sm City Valenzuela, Ground Level Carpark Area, Karuhatan, City Of Valenzuela, National Capital Region - Third District",Mode 3 (AC),Type 2,,,"14.6487996,120.9531446,12z",14.6487996,120.9531446,Valenzuela City, National Capital Region - Third District
